NAPS_ID,Station_Name,Status,Location_Address,City,Province/Territory_EN,Province/Territory_FR,Postal_Code,Timezone_UTC,Latitude,Longitude,Elevation_m,Start_Date_Station_yyyy_mm_dd,End_Date_Station_yyyy_mm_dd,Combined_Stations,Inlet_Height_m,Network,SO2,CO,NO2,NO,NOX,O3,PM2.5_Continuous,PM10_Continuous,PM2.5_RM,PM10_Integrated,PM2.5-10,PM2.5_Speciation,VOC,Carbonyl,PAC,Site_Type,Urbanization,Neighbourhood,Land_Use,Scale,PC,CD,CSD,CMA/CA,AQMS_Airzone,Core_Site
050128,MONTRÉAL - AÉROPORT DE MONTRÉAL - 1,1,"90-A RUE HERVE-SAINT-MARTIN, DORVAL",MONTRÉAL (QC),QUEBEC,QUÉBEC,H4S 2A5,-5,45.468322,-73.741198,33,1998-01-01,,,4,N,,X,X,X,X,X,X,,,,,,,X,,PE,LU,P3,C,N,0547. Montréal,66. Montréal,"023. Montréal, V","462. Montréal, CMA/RMR",Québec - South,
