Date,Day,Month,CO,NO2,O3,PM25,Season,Season_Code,AQHI_PreviousDay,AQHI,AQHI_NextDay
2019-03-23,23,3,0.15166666666666667,3.25,39.41666666666667,2.208333333333333,Spring,1,2.9343097960044426,2.433265977651914,2.6198285050173933
2019-03-24,24,3,0.165,3.5,41.333333333333336,3.5833333333333335,Spring,1,2.433265977651914,2.6198285050173933,2.607354070960053
2019-03-25,25,3,0.15666666666666668,6.125,36.75,3.75,Spring,1,2.6198285050173933,2.607354070960053,2.689489907509555
2019-03-26,26,3,0.17541666666666667,6.5,37.666666666666664,3.791666666666667,Spring,1,2.607354070960053,2.689489907509555,3.0122163892407228
2019-03-27,27,3,0.22708333333333333,11.625,34.916666666666664,4.5,Spring,1,2.689489907509555,3.0122163892407228,2.9264245777872704
2019-03-28,28,3,0.22875,9.083333333333334,34.625,7.625,Spring,1,3.0122163892407228,2.9264245777872704,2.6228699048559276
2019-03-29,29,3,0.21166666666666667,8.083333333333334,28.625,9.625,Spring,1,2.9264245777872704,2.6228699048559276,2.7646457030920026
2019-03-30,30,3,0.2795833333333333,16.125,14.791666666666668,13.541666666666666,Spring,1,2.6228699048559276,2.7646457030920026,2.190739811022154
2019-03-31,31,3,0.19958333333333333,5.166666666666667,28.291666666666664,6.041666666666666,Spring,1,2.7646457030920026,2.190739811022154,2.4322881994138212
2019-04-01,1,4,0.15375,3.5416666666666665,39.041666666666664,2.0833333333333335,Spring,1,2.190739811022154,2.4322881994138212,2.7962787680133796
2019-04-02,2,4,0.18708333333333332,6.083333333333333,39.0,5.333333333333333,Spring,1,2.4322881994138212,2.7962787680133796,2.6686826429670973
2019-04-03,3,4,0.15,2.666666666666667,42.233333333333334,5.1,Spring,1,2.7962787680133796,2.6686826429670973,2.1115843669912104
2019-04-04,4,4,0.14416666666666667,1.9583333333333333,35.333333333333336,2.25,Spring,1,2.6686826429670973,2.1115843669912104,2.5029172669133075
2019-04-05,5,4,0.1975,10.125,27.791666666666664,4.291666666666667,Spring,1,2.1115843669912104,2.5029172669133075,2.330867540809885
2019-04-06,6,4,0.21875,6.541666666666667,27.083333333333332,7.916666666666666,Spring,1,2.5029172669133075,2.330867540809885,2.5056580034536036
2019-04-07,7,4,0.23375,9.125,26.0,8.208333333333332,Spring,1,2.330867540809885,2.5056580034536036,2.5321075620601845
2019-04-08,8,4,0.1925,7.583333333333334,32.583333333333336,4.208333333333333,Spring,1,2.5056580034536036,2.5321075620601845,2.541103312461062
2019-04-09,9,4,0.20833333333333334,9.80952380952381,28.166666666666668,5.041666666666667,Spring,1,2.5321075620601845,2.541103312461062,2.395683393413919
2019-04-10,10,4,0.18458333333333332,6.0,32.625,4.083333333333333,Spring,1,2.541103312461062,2.395683393413919,2.440085344564739
2019-04-11,11,4,0.18333333333333335,8.458333333333334,28.708333333333332,4.958333333333333,Spring,1,2.395683393413919,2.440085344564739,3.167747547426897
